url;keywords1;keywords2
https://www.booking.com/hotel/fr/r-kipling.en-gb.html?selected_currency=EUR;Standard Double or Twin Room;Chambre Double ou Lits Jumeaux Standard
https://www.booking.com/hotel/fr/sax-paris-lxr-hotels-resorts.en-gb.html?selected_currency=EUR;Sax King Room;Sax King Room
https://www.booking.com/hotel/fr/monna-lisa.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/lord-byron.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/tourisme-ha-tel.en-gb.html?selected_currency=EUR;Business Room;Chambre Affaires
https://www.booking.com/hotel/fr/grenelle-paris-tour-eiffel.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/la-regence-etoile.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/belfast.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/arc-de-triomphe-etoile.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/maison-hamelin-paris-handwritten-collection.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/hotelpergolese.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/le-10-bis.en-gb.html?selected_currency=EUR;Deluxe Double Room;Deluxe Double Room
https://www.booking.com/hotel/fr/melia-paris-champs-elysees.en-gb.html?selected_currency=EUR;Melia Double Room;Melia Double Room
https://www.booking.com/hotel/fr/les-matins-de-paris.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/astraopera.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/phileas-hotel.en-gb.html?selected_currency=EUR;Classic Double Room;Chambre Double Classique
https://www.booking.com/hotel/fr/saintpetersbourg.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/jardindeparisoperamorny.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/trinite.en-gb.html?selected_currency=EUR;Chambre Elegance;Chambre Elegance
https://www.booking.com/hotel/fr/stgeorges.en-gb.html?selected_currency=EUR;Comfort Double Room;Comfort Double Room
https://www.booking.com/hotel/fr/hotelbeige.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/maison-athenee.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/dress-code-amp-spa.en-gb.html?selected_currency=EUR;Standard Room;Standard Room
https://www.booking.com/hotel/fr/basile.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/le-relais-madeleine.en-gb.html?selected_currency=EUR;Double comfort;Double comfort
https://www.booking.com/hotel/fr/la-villa-haussmann.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/lelavoisierparis.en-gb.html?selected_currency=EUR;Double Standard;Double Standard
https://www.booking.com/hotel/fr/royal-madeleine-paris.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/hotel-le-12.en-gb.html?selected_currency=EUR;Deluxe Double Room;Deluxe Double Room
https://www.booking.com/hotel/fr/hotel-le-mathurin.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Classic Double or Twin Room
https://www.booking.com/hotel/fr/hotelwaldorfmadeleine.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/malesherbes.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/hotelduministere.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/arioso.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/bedford.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/opera-marigny.en-gb.html?selected_currency=EUR;Comfort Double Room;Comfort Double Room
https://www.booking.com/hotel/fr/newhotelroblin.en-gb.html?selected_currency=EUR;Standard Room;Standard Room
https://www.booking.com/hotel/fr/madeleine-plaza.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/mathis.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/perpetual-elysee-montaigne-paris.en-gb.html?selected_currency=EUR;Superior Double Room;Superior Double Room
https://www.booking.com/hotel/fr/montecristo-paris.en-gb.html?selected_currency=EUR;Classic Double Room with pool access;Classic Double Room with pool access
https://www.booking.com/hotel/fr/la-lanterne-paris.en-gb.html?selected_currency=EUR;Classic Double Room with Spa Access;Classic Double Room with Spa Access
https://www.booking.com/hotel/fr/excelsior-latin.en-gb.html?selected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/stmichel.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/saint-jacques-paris.en-gb.html?selected_currency=EURselected_currency=EUR;Classic Room;Classic Room
https://www.booking.com/hotel/fr/lejardindecluny.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/serotellutece.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/les-rives-oceanik.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/relais-saint-jacques.en-gb.html?selected_currency=EUR;Deluxe Double or Twin Room;Deluxe Double or Twin Room
https://www.booking.com/hotel/fr/monge-paris7.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/parc-saint-severin.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Classic Double or Twin Room
https://www.booking.com/hotel/fr/le-lapin-blanc.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/trianon-rive-gauche.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/lesenatparis.en-gb.html?selected_currency=EUR;Superior Room;Superior Room
https://www.booking.com/hotel/fr/saintpaul.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/saint-marc-paris.en-gb.html?selected_currency=EUR;Superior Room - Swimming Pool / Hammam Access upon reservation;Superior Room - Swimming Pool / Hammam Access upon reservation
https://www.booking.com/hotel/fr/filigrane-amp-spa.en-gb.html?selected_currency=EUR;Small Double Room;Small Double Room
https://www.booking.com/hotel/fr/francedantin.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/gramont-opera.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/etatsunisopera.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/paris-opera-garnier.en-gb.html?selected_currency=EUR;Classic Twin Room;Classic Twin Room
https://www.booking.com/hotel/fr/hotel-paris-opera-affiliated-by-melia.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/gtoperanoailles.en-gb.html?selected_currency=EUR;Standard Double Room;Standard Double Room
https://www.booking.com/hotel/fr/square-louvois-paris.en-gb.html?selected_currency=EUR;Double or Twin Room;Double or Twin Room
https://www.booking.com/hotel/fr/park-lane-paris.en-gb.html?selected_currency=EUR;Superior Twin Room;Superior Twin Room
https://www.booking.com/hotel/fr/favart.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/du-printemps-paris.en-gb.html?selected_currency=EUR;Budget Double Room;Budget Double Room
https://www.booking.com/hotel/fr/best-western-empire-elysees.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
https://www.booking.com/hotel/fr/villaalessandra.en-gb.html?selected_currency=EUR;Double Room;Double Room
https://www.booking.com/hotel/fr/plaza-etoile.en-gb.html?selected_currency=EUR;Classic Double or Twin Room;Classic Double or Twin Room
https://www.booking.com/hotel/fr/ampere.en-gb.html?selected_currency=EUR;Classic Double Room;Classic Double Room
